domain,oaire_result_type,works
ccn.aacnjournals.org,publication,1
cdn.intechweb.org,publication,1
cdn.uclouvain.be,publication,1
cdp.sagepub.com,publication,1
cdsads.u-strasbg.fr,publication,1
cedar.wwu.edu,publication,1
cega.berkeley.edu,publication,1
cell.com,publication,1
cemmap.ifs.org.uk,publication,1
cewqo2015.fuw.edu.pl,publication,1
cid.oxfordjournals.org,publication,1
ciliajournal.biomedcentral.com,publication,1
cjasn.asnjournals.org,publication,1
cjc-online.ca,publication,1
classic.sciencemag.org,publication,1
clim-past.net,publication,1
clinchem.aaccjnls.org,publication,1
clinicalproteomicsjournal.biomedcentral.com,publication,1
clinicaltrials.gov,publication,1
clintransmed.springeropen.com,publication,1
cloudfront.escholarship.org,publication,1
cmp.felk.cvut.cz,publication,1
commons.und.edu,publication,1
community.dur.ac.uk,publication,1
conference.scipy.org,publication,1
configuracoes.revues.org,publication,1
confit.atlas.jp,publication,1
conflits.revues.org,publication,1
connections-qj.org,publication,1
conphys.oxfordjournals.org,publication,1
core-cms.prod.aop.cambridge.org,publication,1
corpus.ulaval.ca,publication,1
corrosionjournal.org,publication,1
cpb-eu-w2.wpmucdn.com,publication,1
cpc.ihep.ac.cn,publication,1
cpl.iphy.ac.cn,publication,1
cquic.unm.edu,publication,1
cris.pasteurorg.ru,publication,1
cross-currents.berkeley.edu,publication,1
crpplocal.epfl.ch,publication,1
cs.haifa.ac.il,publication,1
cs.ru.nl,publication,1
cs.uwaterloo.ca,publication,1
csc.sagepub.com,publication,1
csdl.computer.org,publication,1
csl.psychol.cam.ac.uk,publication,1
ctajournal.biomedcentral.com,publication,1
cultureunbound.ep.liu.se,publication,1
cupola.gettysburg.edu,publication,1
curate.nd.edu,publication,1
cyber.bibl.u-szeged.hu,publication,1
cybersecurity.springeropen.com,publication,1
cz.oxfordjournals.org,publication,1
czasopisma.karaimi.org,publication,1
d197for5662m48.cloudfront.net,publication,1
dair.dias.ie,publication,1
dais.sanu.ac.rs,publication,1
dalspace.library.dal.ca,publication,1
dare.iiasa.ac.at,publication,1
datadryad.org,publication,1
dataspace.princeton.edu,publication,1
datatracker.ietf.org,publication,1
dataverse.harvard.edu,publication,1
dc.etsu.edu,publication,1
ddfv.ufv.es,publication,1
deeplinking.kluwer.nl,publication,1
delibdemjournal.org,publication,1
dh2016.adho.org,publication,1
didattica.unibocconi.it,publication,1
digbib.ubka.uni-karlsruhe.de,publication,1
diginole.lib.fsu.edu,publication,1
digital.library.txstate.edu,publication,1
digitalcollections.dordt.edu,publication,1
digitalcollections.wesleyan.edu,publication,1
digitalcommons.bucknell.edu,publication,1
digitalcommons.dartmouth.edu,publication,1
digitalcommons.georgiasouthern.edu,publication,1
digitalcommons.kennesaw.edu,publication,1
digitalcommons.owu.edu,publication,1
digitalcommons.unomaha.edu,publication,1
digitalcommons.wayne.edu,publication,1
digitalcommons.wpi.edu,publication,1
digitale-objekte.hbz-nrw.de,publication,1
discrete-analysis.scholasticahq.com,publication,1
disde.minedu.gob.pe,publication,1
diyhpl.us,publication,1
dj.dancecult.net,publication,1
dl.uswr.ac.ir,publication,1
dlc.dlib.indiana.edu,publication,1
dml.cz,publication,1
dms.umontreal.ca,publication,1
dnaresearch.oxfordjournals.org,publication,1
documents.albankaldawli.org,publication,1
doisrpska.nub.rs,publication,1
doktori.bibl.u-szeged.hu,publication,1
dornsife.usc.edu,publication,1
drc.bmj.com,publication,1
drmc.library.adelaide.edu.au,publication,1
dspace.jgu.edu.in,publication,1
dspace.kpfu.ru,publication,1
dspace.lboro.ac.uk,publication,1
dspace.lib.vutbr.cz,publication,1
dspace.muhas.ac.tz,publication,1
dspace.sctimst.ac.in,publication,1
dspace.spbu.ru,publication,1
dspace.tul.cz,publication,1
dspace.upce.cz,publication,1
dspace.upv.es,publication,1
dspace.ut.ee,publication,1
dspace.vsb.cz,publication,1
dspace5.zcu.cz,publication,1
dsq-sds.org,publication,1
dx.crossref.org,publication,1
e-docs.geo-leo.de,publication,1
e-jla.org,publication,1
e-jmd.org,publication,1
e-journal.unair.ac.id,publication,1
e.bangor.ac.uk,publication,1
earchive.tpu.ru,publication,1
earthdoc.eage.org,publication,1
ebiltegia.mondragon.edu,publication,1
ecancer.org,publication,1
ecc2015.math.u-bordeaux1.fr,publication,1
ecommons.cornell.edu,publication,1
ecommons.luc.edu,publication,1
ecommons.udayton.edu,publication,1
econ.qmul.ac.uk,publication,1
econ.sciences-po.fr,publication,1
economics.sas.upenn.edu,publication,1
economics.ucdavis.edu,publication,1
economics.virginia.edu,publication,1
economics.yale.edu,publication,1
econrails.uzh.ch,publication,1
econweb.uzh.ch,publication,1
ecpr.eu,publication,1
ecs.sagepub.com,publication,1
ecst.ecsdl.org,publication,1
edata.bham.ac.uk,publication,1
edpl.lexxion.eu,publication,1
ee.stanford.edu,publication,1
eeshomepage.net,publication,1
ehjqcco.oxfordjournals.org,publication,1
ejnmmipharmchem.springeropen.com,publication,1
ejnmmires.springeropen.com,publication,1
electrophysiology.onlinejacc.org,publication,1
elib.tiho-hannover.de,publication,1
elibrary.duncker-humblot.com,publication,1
elischolar.library.yale.edu,publication,1
elliottash.com,publication,1
elsc.huji.ac.il,publication,1
ematweb.cmi.ua.ac.be,publication,1
embodied.mpi-inf.mpg.de,publication,1
embopress.org,publication,1
energsustainsoc.biomedcentral.com,publication,1
engineering.org.cn,publication,1
enu.kz,publication,1
eos.org,publication,1
ep00.epimg.net,publication,1
epaa.asu.edu,publication,1
epge.fgv.br,publication,1
epjqt.epj.org,publication,1
epjquantumtechnology.springeropen.com,publication,1
epjtechniquesandinstrumentation.springeropen.com,publication,1
epjti.epj.org,publication,1
eprints.bice.rm.cnr.it,publication,1
eprints.exchange.isb.edu,publication,1
eprints.glos.ac.uk,publication,1
eprints.ioe.ac.uk,publication,1
eprints.maynoothuniversity.ie,publication,1
eprints.ncrm.ac.uk,publication,1
eprints.networks.imdea.org,publication,1
eprints.semums.ac.ir,publication,1
eprints.sunway.edu.my,publication,1
eprints.ugd.edu.mk,publication,1
eprints.worc.ac.uk,publication,1
eptcs.web.cse.unsw.edu.au,publication,1
epublications.vu.lt,publication,1
epubs.scu.edu.au,publication,1
erc.bioscientifica.com,publication,1
erepository.uonbi.ac.ke,publication,1
eres.library.adelaide.edu.au,publication,1
eresearch.qmu.ac.uk,publication,1
err.ersjournals.com,publication,1
esavesalainen.fi,publication,1
escholarship.ucop.edu,publication,1
esj-journals.onlinelibrary.wiley.com,publication,1
esp.sagepub.com,publication,1
espacepolitique.revues.org,publication,1
esr.oxfordjournals.org,publication,1
ethics.iit.edu,publication,1
ethnobiomed.biomedcentral.com,publication,1
eudl.eu,publication,1
eudml.org,publication,1
eurapa.biomedcentral.com,publication,1
eurheartj.oxfordjournals.org,publication,1
europace.oxfordjournals.org,publication,1
europeanjournaloftaxonomy.eu,publication,1
eutils.wip.ncbi.nlm.nih.gov,publication,1
events.barcelonagse.eu,publication,1
extranet.sioe.org,publication,1
faculty.haas.berkeley.edu,publication,1
faculty.london.edu,publication,1
faculty.tuck.dartmouth.edu,publication,1
fc16.ifca.ai,publication,1
fennia.journal.fi,publication,1
ferdi.ecancer.org,publication,1
fhs.diva-portal.org,publication,1
fibreculturejournal.org,publication,1
files.ele-math.com,publication,1
files.eric.ed.gov,publication,1
finance.wharton.upenn.edu,publication,1
financeandsociety.ed.ac.uk,publication,1
fishlab.nres.illinois.edu,publication,1
fitelson.org,publication,1
fordschool.umich.edu,publication,1
forestecosyst.springeropen.com,publication,1
fstar-lang.org,publication,1
fsu.digital.flvc.org,publication,1
ft.nephy.chalmers.se,publication,1
gac.sagepub.com,publication,1
ges.rgo.ru,publication,1
gistbok.ucgis.org,publication,1
global-sci.org,publication,1
gmvision.lsis.org,publication,1
goldschmidtabstracts.info,publication,1
google.com.sa,publication,1
grafar.grf.bg.ac.rs,publication,1
graph.architexturez.net,publication,1
gremaq.univ-tlse1.fr,publication,1
gsa.confex.com,publication,1
gsp.sagepub.com,publication,1
hal-archives-ouvertes-fr.ezproxy.u-pec.fr,publication,1
hal-bioemco.ccsd.cnrs.fr,publication,1
hal-cirad.archives-ouvertes.fr,publication,1
hal-enscp.archives-ouvertes.fr,publication,1
hal-ensta-bretagne.archives-ouvertes.fr,publication,1
hal-genes.archives-ouvertes.fr,publication,1
hal-inrap.archives-ouvertes.fr,publication,1
hal-paris1-archives-ouvertes-fr.ezproxy.u-pec.fr,publication,1
hal-psl.archives-ouvertes.fr,publication,1
hal-sciencespo.archives-ouvertes.fr,publication,1
hal-udl-archives-ouvertes-fr.ezproxy.u-pec.fr,publication,1
hal-unc.archives-ouvertes.fr,publication,1
hal-unice.archives-ouvertes.fr,publication,1
hal-univ-lemans.archives-ouvertes.fr,publication,1
hal-univ-rochelle.archives-ouvertes.fr,publication,1
hal-univ-ubs.archives-ouvertes.fr,publication,1
hal-uvsq.archives-ouvertes.fr,publication,1
hal.univ-savoie.fr,publication,1
hal.upmc.fr,publication,1
halduskultuur.eu,publication,1
harmreductionjournal.biomedcentral.com,publication,1
hartpury.pure.elsevier.com,publication,1
hci.cs.uni-saarland.de,publication,1
headachejournal.onlinelibrary.wiley.com,publication,1
healthandjusticejournal.biomedcentral.com,publication,1
hh.diva-portal.org,publication,1
home.agh.edu.pl,publication,1
home.catv.ne.jp,publication,1
home.thep.lu.se,publication,1
homepage.tudelft.nl,publication,1
homepages.cwi.nl,publication,1
hqlo.biomedcentral.com,publication,1
html.rhhz.net,publication,1
https,publication,1
hugoye.bethmardutho.org,publication,1
hwmaint.cancerres.aacrjournals.org,publication,1
ias.ust.hk,publication,1
ibiss-r.rcub.bg.ac.rs,publication,1
icerm.brown.edu,publication,1
ices.gmu.edu,publication,1
ictcs.di.unimi.it,publication,1
idata.idiv.de,publication,1
ieee-security.org,publication,1
ies.keio.ac.jp,publication,1
ife.brage.unit.no,publication,1
ifs.org.uk,publication,1
ij-healthgeographics.biomedcentral.com,publication,1
ijate.net,publication,1
ijcai.org,publication,1
ije.oxfordjournals.org,publication,1
ijgc.bmj.com,publication,1
ilasl.org,publication,1
imaging.onlinejacc.org,publication,1
imechanica.org,publication,1
impactum-journals.uc.pt,publication,1
inphyni.cnrs.fr,publication,1
insight.cumbria.ac.uk,publication,1
insights.sagepub.com,publication,1
intersections.tk.mta.hu,publication,1
intl-stroke.ahajournals.org,publication,1
intl.pnas.org,publication,1
intlpress.com,publication,1
invenio2.unizar.es,publication,1
investigadores.unison.mx,publication,1
ipl.econ.duke.edu,publication,1
ir.iccas.ac.cn,publication,1
ir.idsse.ac.cn,publication,1
ir.ieecas.cn,publication,1
ir.imr.ac.cn,publication,1
ir.ipe.ac.cn,publication,1
ir.itp.ac.cn,publication,1
ir.itpcas.ac.cn,publication,1
ir.lawnet.fordham.edu,publication,1
ir.nhri.org.tw,publication,1
ir.qdio.ac.cn,publication,1
ir.sia.ac.cn,publication,1
ir.sia.cn,publication,1
ir.siom.ac.cn,publication,1
ir.sun.ac.za,publication,1
ir.uiowa.edu,publication,1
iris.unibocconi.it,publication,1
iris.unife.it,publication,1
iris.unikore.it,publication,1
iris.unirc.it,publication,1
iris.unisob.na.it,publication,1
irs.imati.cnr.it,publication,1
irs.ub.rug.nl,publication,1
isabelle.informatik.tu-muenchen.de,publication,1
ishe.org,publication,1
istina.cemi-ras.ru,publication,1
istina.ipmnet.ru,publication,1
istina.ips.ac.ru,publication,1
it4sec.org,publication,1
itc.upf.edu,publication,1
iubmb.onlinelibrary.wiley.com,publication,1
ivi.fnwi.uva.nl,publication,1
iwaponline.com,publication,1
jaacap.org,publication,1
jacobslevycenter.wharton.upenn.edu,publication,1
jast-journal.springeropen.com,publication,1
jbcs.sbq.org.br,publication,1
jbdgm.psychopen.eu,publication,1
jbiomedsem.biomedcentral.com,publication,1
jcheminf.biomedcentral.com,publication,1
jcm.asm.org,publication,1
jcmr-online.biomedcentral.com,publication,1
jco.ascopubs.org,publication,1
jdc.jefferson.edu,publication,1
jemu.myspecies.info,publication,1
jer.openlibhums.org,publication,1
jfr.unibo.it,publication,1
jhr.uwpress.org,publication,1
jmd.amjpathol.org,publication,1
jme.bioscientifica.com,publication,1
jnc.psychopen.eu,publication,1
jnci.oxfordjournals.org,publication,1
jod.iijournals.com,publication,1
jod.pm-research.com,publication,1
johannesfeist.eu,publication,1
jor.iijournals.com,publication,1
jor.pm-research.com,publication,1
josis.org,publication,1
journal-njmr.org,publication,1
journal.chestnet.org,publication,1
journal.nephrolog.ru,publication,1
journal.publications.chestnet.org,publication,1
journalotohns.biomedcentral.com,publication,1
journals.aom.org,publication,1
journals.co.za,publication,1
journals.humankinetics.com,publication,1
journals.le.ac.uk,publication,1
journals.prous.com,publication,1
journals.sfu.ca,publication,1
journals.sussex.ac.uk,publication,1
journals.tplondon.com,publication,1
journals.uis.no,publication,1
journals.uran.ua,publication,1
journament.com,publication,1
jpharmsci.org,publication,1
jphyscol.journaldephysique.org,publication,1
jpl.letras.ulisboa.pt,publication,1
jpm.iijournals.com,publication,1
jpm.pm-research.com,publication,1
jps.ucpress.edu,publication,1
jsdajournal.springeropen.com,publication,1
jtultrasound.biomedcentral.com,publication,1
julian.digiovanni.ca,publication,1
jwcn-eurasipjournals.springeropen.com,publication,1
kbe.prf.jcu.cz,publication,1
kelley.iu.edu,publication,1
knowledgecommons.popcouncil.org,publication,1
kobra.bibliothek.uni-kassel.de,publication,1
kratylos.reichert-online.org,publication,1
kristiania.brage.unit.no,publication,1
kulturapopularna-online.pl,publication,1
kuscholarworks.ku.edu,publication,1
labourlaw.unibo.it,publication,1
laeuferpaar.de,publication,1
las.inf.ethz.ch,publication,1
lcs.ios.ac.cn,publication,1
letters.rilem.net,publication,1
leydesdorff.github.io,publication,1
library.fa.ru,publication,1
library.ifla.org,publication,1
library.lsmuni.lt,publication,1
library.wur.nl,dataset,1
library1.nida.ac.th,publication,1
library2.smu.ca,publication,1
libres.uncg.edu,publication,1
lin.sagepub.com,publication,1
linguasinica.springeropen.com,publication,1
lipidworld.biomedcentral.com,publication,1
liverpool.metapress.com,publication,1
lma.in2p3.fr,publication,1
lmb.informatik.uni-freiburg.de,publication,1
lockwoodonlinejournals.com,publication,1
locus.ufv.br,publication,1
lptms.u-psud.fr,publication,1
ls4-www.cs.tu-dortmund.de,publication,1
lse.ac.uk,publication,1
lsspjournal.biomedcentral.com,publication,1
lsspjournal.springeropen.com,publication,1
lt-jds.jinr.ru,publication,1
lu.seas.harvard.edu,publication,1
lucentum.ua.es,publication,1
lucris.lub.lu.se,publication,1
lunduniversity.prodwebb.lu.se,publication,1
ma.ecsdl.org,publication,1
maa.tandfonline.com,publication,1
madis-externe.ifsttar.fr,publication,1
main.sec.uni-hannover.de,publication,1
man.ac.uk,publication,1
marvell.openlibhums.org,publication,1
math.uni-graz.at,publication,1
math.univ-lille1.fr,publication,1
math.univ-lyon1.fr,publication,1
mathematical-neuroscience.springeropen.com,publication,1
mcminn.io,publication,1
mdh.diva-portal.org,publication,1
mdm.sagepub.com,publication,1
mdpi.com,publication,1
media.wiley.com,publication,1
mediarep.org,publication,1
medicaldevices.asmedigitalcollection.asme.org,publication,1
medicalimaging.spiedigitallibrary.org,publication,1
meeting.physanth.org,publication,1
mefrm.revues.org,publication,1
meridian.allenpress.com,publication,1
mersz.hu,publication,1
metodo-rivista.eu,publication,1
mhh-publikationsserver.gbv.de,publication,1
mia.ele-math.com,publication,1
mirror.nber.org,publication,1
misinforeview.hks.harvard.edu,publication,1
mitpress.universitypressscholarship.com,publication,1
mmduvic.ca,publication,1
mobile.nber.org,publication,1
molecular-cancer.biomedcentral.com,publication,1
molecularcasestudies.cshlp.org,publication,1
molmed.biomedcentral.com,publication,1
mpc.zib.de,publication,1
mps.amegroups.com,publication,1
ms.ubiquitypress.com,publication,1
msrg.org,publication,1
multicore.doc.ic.ac.uk,publication,1
myresearchspace.uws.ac.uk,publication,1
nanoscalereslett.springeropen.com,publication,1
napier-surface.worktribe.com,publication,1
nardus.mpn.gov.rs,publication,1
natureconservation.pensoft.net,publication,1
nazariyat.org,publication,1
nc.oxfordjournals.org,publication,1
ncbi.nlm.nih.gov,publication,1
ncm.ucpress.edu,publication,1
ncri.amegroups.com,publication,1
ndl.ethernet.edu.et,publication,1
ndm.medsci.ox.ac.uk,publication,1
ndph.ox.ac.uk,publication,1
ndrs.org.uk,publication,1
ndt.oxfordjournals.org,publication,1
neeo.univ-tlse1.fr,publication,1
neiudc.neiu.edu,publication,1
neuroimaging.paediatrics.ox.ac.uk,publication,1
new.hindawi.com,publication,1
nih.brage.unit.no,publication,1
nn.neurology.org,publication,1
nomadas.ucentral.edu.co,publication,1
nowpublishers.com,publication,1
nrc-publications.canada.ca,publication,1
nupi.brage.unit.no,publication,1
nutritionandmetabolism.biomedcentral.com,publication,1
oaktrust.library.tamu.edu,publication,1
oap.unige.ch,publication,1
oars.uos.ac.uk,publication,1
oberhausen.de,publication,1
ockenfels.uni-koeln.de,publication,1
ocs.aaai.org,publication,1
ocs.ciemat.es,publication,1
ojs-speed.ub.rub.de,publication,1
ojs.deakin.edu.au,publication,1
ojs.library.queensu.ca,publication,1
ojs.nbu.bg,publication,1
ojs.soil-organisms.org,publication,1
ojs.ub.uni-konstanz.de,publication,1
ojs.ugent.be,publication,1
ojs.victoria.ac.nz,publication,1
olab.physics.sjtu.edu.cn,publication,1
olh.openlibhums.org,publication,1
online.liverpooluniversitypress.co.uk,publication,1
online.unisc.br,publication,1
open.uct.ac.za,publication,1
openaccess.bilgi.edu.tr,publication,1
openaccess.wgtn.ac.nz,publication,1
openarchaeologydata.metajnl.com,publication,1
openarchive.usn.no,publication,1
openhumanitiesdata.metajnl.com,publication,1
openpsychologydata.metajnl.com,publication,1
openquaternary.com,publication,1
openrepository.aut.ac.nz,publication,1
opticsjournal.net,publication,1
or.nsfc.gov.cn,publication,1
orbi.ulg.ac.be,publication,1
orgprints.org,publication,1
origin.www.nature.com,publication,1
oskar-bordeaux.fr,publication,1
otik.uk.zcu.cz,publication,1
ousar.lib.okayama-u.ac.jp,publication,1
ovidsp.ovid.com,publication,1
owzoglu.gq,publication,1
ox1.ios.ac.cn,publication,1
pagepress.org,publication,1
paperchase-aging.s3-us-west-1.amazonaws.com,publication,1
particleandfibretoxicology.biomedcentral.com,publication,1
pauldolan.co.uk,publication,1
peds.oxfordjournals.org,publication,1
pen.sagepub.com,publication,1
people.cs.umass.edu,publication,1
people.eecs.berkeley.edu,publication,1
people.epfl.ch,publication,1
people.hss.caltech.edu,publication,1
people.kth.se,publication,1
people.na.infn.it,publication,1
people.tcd.ie,publication,1
periodicos.unb.br,publication,1
periodicos.utfpr.edu.br,publication,1
permalink.lanl.gov,publication,1
perseus.iies.su.se,publication,1
personals.ac.upc.edu,publication,1
perspectivia.net,publication,1
perueconomics.org,publication,1
pharm.ox.ac.uk,publication,1
phd.insead.edu,publication,1
philosophymindscience.org,publication,1
photochemistry.epfl.ch,publication,1
phs.brage.unit.no,publication,1
physics.bilkent.edu.tr,publication,1
physics.princeton.edu,publication,1
physics.wm.edu,publication,1
physicstoday.scitation.org,publication,1
piahs.copernicus.org,publication,1
pjss.iscte-iul.pt,publication,1
plato.stanford.edu,publication,1
plymsea.ac.uk,publication,1
pmb.centre-mersenne.org,publication,1
pmj.bmj.com,publication,1
polarresearch.net,publication,1
polipapers.upv.es,publication,1
politics.oxfordre.com,publication,1
pophealthmetrics.biomedcentral.com,publication,1
portail-documentaire.ints.fr,publication,1
portals.iucn.org,publication,1
postprint.nivel.nl,publication,1
preprints.apsanet.org,publication,1
preprints.cern.ch,publication,1
press-files.anu.edu.au,publication,1
pressto.amu.edu.pl,publication,1
preview-amses-journal.springeropen.com,publication,1
preview-bmccardiovascdisord.biomedcentral.com,publication,1
preview-comparativemigrationstudies.springeropen.com,publication,1
preview-ejnmmires.springeropen.com,publication,1
preview-jneuroengrehab.biomedcentral.com,publication,1
preview-jneuroinflammation.biomedcentral.com,publication,1
preview-microbiomejournal.biomedcentral.com,publication,1
preview-nanoscalereslett.springeropen.com,publication,1
preview.ncbi.nlm.nih.gov,publication,1
prism.bham.ac.uk,publication,1
prism.ucalgary.ca,publication,1
proceedings.icml.cc,publication,1
prod.elifesciences.org,publication,1
professor.ufrgs.br,publication,1
progearthplanetsci.springeropen.com,publication,1
projekter.aau.dk,publication,1
psc.sagepub.com,publication,1
psecommunity.org,publication,1
psy.ox.ac.uk,publication,1
pub.cicero.oslo.no,publication,1
publicaciones.unex.es,publication,1
publications.aob.rs,publication,1
publications.cms.bgu.tum.de,publication,1
publications.iass-potsdam.de,publication,1
publications.mi.fu-berlin.de,publication,1
publications.mpi-cbg.de,publication,1
publications.pik-potsdam.de,publication,1
publish.fid-move.qucosa.de,publication,1
publisherspanel.com,publication,1
publist.ist.ac.at,publication,1
pubs.acs.org.ccindex.cn,publication,1
pubs.kist.re.kr,publication,1
puma.isti.cnr.it,publication,1
pure.leuphana.de,publication,1
pure.royalholloway.ac.uk,publication,1
pure.solent.ac.uk,publication,1
pureuat.roehampton.ac.uk,publication,1
purl.tue.nl,publication,1
purl.umn.edu,publication,1
purl.utwente.nl,publication,1
qiserver.ugr.es,publication,1
qje.oxfordjournals.org,publication,1
quod.lib.umich.edu,publication,1
r4d.dfid.gov.uk,publication,1
radiomics.org,publication,1
rafhladan.is,publication,1
rao.revues.org,publication,1
rap.sagepub.com,publication,1
rau.repository.guildhe.ac.uk,publication,1
rauli.cbs.dk,publication,1
rcmarinas.ens.uabc.mx,publication,1
rdcu.be,publication,1
rdmc.nottingham.ac.uk,publication,1
rdpiper.org,publication,1
recipp.ipp.pt,publication,1
redivia.gva.es,publication,1
ref.revues.org,publication,1
ref.scielo.org,publication,1
remote3.nber.org,publication,1
repo.floodalliance.net,publication,1
repo.mel.cgiar.org,publication,1
repositori.irta.cat,publication,1
repositorio.chlc.min-saude.pt,publication,1
repositorio.comillas.edu,publication,1
repositorio.hff.min-saude.pt,publication,1
repositorio.iaph.es,publication,1
repositorio.ingemmet.gob.pe,publication,1
repositorio.inta.gob.ar,publication,1
repositorio.ipicyt.edu.mx,publication,1
repositorio.minedu.gob.pe,publication,1
repositorio.pucrs.br,publication,1
repositorio.ucm.cl,publication,1
repositorio.udes.edu.co,publication,1
repositorio.unesp.br,publication,1
repositorio.unifesp.br,publication,1
repositorio.upch.edu.pe,publication,1
repositoriodigital.ucsc.cl,publication,1
repositorium.meduniwien.ac.at,publication,1
repository.cud.ac.ae,publication,1
repository.edgehill.ac.uk,publication,1
repository.globethics.net,publication,1
repository.graduateinstitute.ch,publication,1
repository.hanyang.ac.kr,publication,1
repository.hkbu.edu.hk,publication,1
repository.humboldt.org.co,publication,1
repository.kln.ac.lk,publication,1
repository.kopri.re.kr,publication,1
repository.kribb.re.kr,publication,1
repository.library.brown.edu,publication,1
repository.usfca.edu,publication,1
repository.usp.ac.fj,publication,1
repository.uwtsd.ac.uk,publication,1
research-api.cbs.dk,publication,1
research.bond.edu.au,publication,1
research.caluniv.ac.in,publication,1
research.hanze.nl,publication,1
research.iac.es,publication,1
research.leedstrinity.ac.uk,publication,1
research.manchester.ac.uk,publication,1
research.microsoft.com,publication,1
research.moodle.org,publication,1
researchcommons.waikato.ac.nz,publication,1
researchdata.bath.ac.uk,publication,1
researchdata.ntu.edu.sg,publication,1
researchers.dellmed.utexas.edu,publication,1
researchonline.nd.edu.au,publication,1
researchonline.rca.ac.uk,publication,1
researchoutreach.org,publication,1
researchspace.bathspa.ac.uk,publication,1
researchspace.csir.co.za,publication,1
resmathsci.springeropen.com,publication,1
restud.oxfordjournals.org,publication,1
reunir.unir.net,publication,1
revdh.revues.org,publication,1
revije.mitja.kom,publication,1
revista-iberoamericana.pitt.edu,publication,1
revista.abrasd.com.br,publication,1
revistaliteratura.uchile.cl,publication,1
revistas.academia.cl,publication,1
revistas.juridicas.unam.mx,publication,1
revistas.pucsp.br,publication,1
revistas.rcaap.pt,publication,1
revistas.ucp.pt,publication,1
revistas.ucr.ac.cr,publication,1
revistas.ufcg.edu.br,publication,1
revistas.ufrj.br,publication,1
revistas.utfpr.edu.br,publication,1
revistas.utp.edu.co,publication,1
revistas.uva.es,publication,1
revistaselectronicas.ujaen.es,publication,1
revistes.uab.cat,publication,1
rid.unrn.edu.ar,publication,1
riubu.ubu.es,publication,1
riviste.unimc.it,publication,1
roar.uel.ac.uk,publication,1
roehampton.openrepository.com,publication,1
rof.oxfordjournals.org,publication,1
romps.berkeley.edu,publication,1
rs.resalliance.org,publication,1
rsef.es,publication,1
rsnr.royalsocietypublishing.org,publication,1
rucforsk.ruc.dk,publication,1
rxiv.org,publication,1
s3-us-west-1.amazonaws.com,publication,1
sahjournal.com,publication,1
samurai.nims.go.jp,publication,1
sapienza.pure.elsevier.com,publication,1
sbnarchive.psi.edu,publication,1
scholar.dgist.ac.kr,publication,1
scholar.ppu.edu,publication,1
scholar.rose-hulman.edu,publication,1
scholar.ui.ac.id,publication,1
scholar.uoa.gr,publication,1
scholarcommons.sc.edu,publication,1
scholarlycommons.henryford.com,publication,1
scholarlycommons.libraryinfo.bhs.org,publication,1
scholarspace.manoa.hawaii.edu,publication,1
scholarworks.gsu.edu,publication,1
scholarworks.montana.edu,publication,1
scholarworks.uark.edu,publication,1
scienceblogs.de,publication,1
scienceetbiencommun.pressbooks.pub,publication,1
sciencematters.io,publication,1
scienceopen.com,publication,1
scivpro.com,publication,1
scrippsscholars.ucsd.edu,publication,1
script-ed.org,publication,1
ses.library.usyd.edu.au,publication,1
sf-lib-app-008.serverfarm.cornell.edu,publication,1
sfb-seminar.uni-mannheim.de,publication,1
sgpwe.izt.uam.mx,publication,1
shm.oxfordjournals.org,publication,1
siba-ese.unisalento.it,publication,1
sigmod.org,publication,1
sigmodrecord.org,publication,1
simons.berkeley.edu,publication,1
sims.princeton.edu,publication,1
sites.ualberta.ca,publication,1
sjes.springeropen.com,publication,1
skeletalmusclejournal.biomedcentral.com,publication,1
sla.ucpress.edu,publication,1
slsedp.cedram.org,publication,1
slub.qucosa.de,publication,1
smf4.emath.fr,publication,1
smt2015.csl.sri.com,publication,1
soda.swedishict.se,publication,1
soil-organisms.org,publication,1
sostenibilita.enea.it,publication,1
sp.lyellcollection.org,publication,1
speedd-project.eu,publication,1
spie.org,publication,1
spontaneousgenerations.library.utoronto.ca,publication,1
sporadic.stanford.edu,publication,1
spq.sagepub.com,publication,1
srch.ranepa.ru,publication,1
srhe.tandfonline.com,publication,1
srs.fs.usda.gov,publication,1
ssb.brage.unit.no,publication,1
staff.www.ltu.se,publication,1
stars.library.ucf.edu,publication,1
stemcellsjournals.onlinelibrary.wiley.com,publication,1
sth.sagepub.com,publication,1
submissions.medanthrotheory.org,publication,1
submit.ijate.net,publication,1
summit.sfu.ca,publication,1
surface.syr.edu,publication,1
sustainablemassasoit.org,publication,1
sysbio.oxfordjournals.org,publication,1
systematicreviewsjournal.biomedcentral.com,publication,1
tandf.figshare.com,publication,1
tandfbis.s3-us-west-2.amazonaws.com,publication,1
tech.snmjournals.org,publication,1
tees.openrepository.com,publication,1
telearn.archives-ouvertes.fr,publication,1
tepper.cmu.edu,publication,1
tessera.journals.yorku.ca,publication,1
tetenov.com,publication,1
th.schattauer.de,publication,1
thejournalofheadacheandpain.biomedcentral.com,publication,1
theoncologist.alphamedpress.org,publication,1
theoncologist.onlinelibrary.wiley.com,publication,1
theory.stanford.edu,publication,1
theprofesional.com,publication,1
thewoodlab.paediatrics.ox.ac.uk,publication,1
thred.devecon.org,publication,1
threedmedprint.biomedcentral.com,publication,1
tidsskrift.dk,publication,1
tigerprints.clemson.edu,publication,1
toc.proceedings.com,publication,1
tomography.org,publication,1
tos.org,publication,1
trrjournalonline.trb.org,publication,1
